Phoenix,13.4
Charlotte,6.6
Golden State,10.4
Portland,10.3
Seattle,7.4
Sacramento,9.6
Indiana,9.6
Cleveland,9.0
Atlanta,13.1
L.A. Clippers,6.0
Utah,5.0
San Antonio,8.4
Orlando,10.8
Denver,5.5
Chicago,8.2
Philadelphia,11.5
L.A. Lakers,7.6
Houston,13.1
Boston,4.7
Miami,11.5
New Jersey,6.0
Milwaukee,11.4
Washington,7.0
New York,7.4
Detroit,11.1
Dallas,10.2
Minnesota,6.9
