Orlando,17.2
Phoenix,19.3
Seattle,15.9
San Antonio,14.1
Utah,9.8
Golden State,19.5
L.A. Lakers,18.2
Houston,21.4
Dallas,14.6
Portland,15.4
Boston,12.0
Chicago,14.5
Denver,14.1
Miami,14.4
Charlotte,17.2
Washington,15.4
Milwaukee,16.5
Indiana,12.0
Sacramento,12.6
New York,17.6
Detroit,17.0
New Jersey,15.8
L.A. Clippers,12.8
Atlanta,19.3
Philadelphia,11.4
Minnesota,12.4
Cleveland,12.6
