Golden State,27.0
L.A. Clippers,26.9
Dallas,25.4
Toronto,25.1
Oklahoma City,22.7
Houston,32.7
San Antonio,22.5
Cleveland,27.5
Portland,27.2
Atlanta,26.2
Phoenix,25.0
Denver,24.8
Boston,24.6
Sacramento,16.5
Chicago,22.3
New Orleans,19.3
Washington,16.8
Detroit,24.9
L.A. Lakers,18.9
Memphis,15.2
Brooklyn,19.9
Milwaukee,18.3
Minnesota,14.9
Indiana,21.2
Orlando,19.5
Utah,21.7
Miami,20.2
Charlotte,19.1
Philadelphia,26.3
New York,19.7
