Denver,3.1
San Antonio,3.2
Detroit,1.7
L.A. Lakers,2.8
Utah,3.9
Portland,1.6
Boston,2.8
Phoenix,3.5
San Diego,1.6
Houston,1.9
Dallas,2.2
Kansas City,2.3
New Jersey,2.8
Golden State,2.8
Seattle,1.7
Philadelphia,1.3
New York,2.0
Milwaukee,2.8
Indiana,2.5
Chicago,1.4
Washington,3.4
Cleveland,2.0
Atlanta,1.3
