Golden State,26.6
Denver,19.6
Phoenix,21.5
L.A. Lakers,21.4
Utah,13.4
Orlando,25.3
Indiana,24.6
Sacramento,16.7
New Orleans,19.8
Memphis,21.7
Boston,19.1
Dallas,17.1
Toronto,17.8
Washington,19.7
Atlanta,13.1
Seattle,11.5
Detroit,16.2
Chicago,15.9
Charlotte,17.6
Milwaukee,16.0
New York,17.7
Houston,20.8
Philadelphia,11.6
Cleveland,18.8
New Jersey,17.4
Minnesota,15.4
San Antonio,19.6
Portland,17.4
L.A. Clippers,13.2
Miami,16.7
