Milwaukee,38.2
Golden State,34.4
New Orleans,29.9
Philadelphia,30.2
L.A. Clippers,25.8
Portland,30.7
Oklahoma City,32.6
Toronto,33.8
Sacramento,29.9
Washington,33.3
Houston,45.4
Atlanta,37.0
Minnesota,28.7
Boston,34.5
Brooklyn,36.2
L.A. Lakers,31.0
Utah,34.0
San Antonio,25.3
Charlotte,33.9
Denver,31.4
Dallas,36.6
Indiana,25.4
Phoenix,29.3
Orlando,32.1
Detroit,34.8
Miami,32.4
Chicago,25.9
New York,29.5
Cleveland,29.1
Memphis,28.9
